-1.689943115234375000e+03,4.159843750000000000e+02,-7.074021731884540998e+01,2.074000000000000000e+03
-2.556113739013671875e+02,3.867166259765625000e+03,9.207219518698752836e+01,7.501000000000000000e+03
-1.778563079833984375e+02,3.751916748046875000e+03,9.360289314045729725e+01,7.680000000000000000e+03
-2.447310943603515625e+02,1.350770263671875000e+03,6.300026664889007577e+01,2.732000000000000000e+03
-2.897369995117187500e+02,2.928610839843750000e+02,-3.394540363975735175e+01,5.000000000000000000e+02
-2.173599243164062500e+02,3.061928710937500000e+03,9.360142657156190182e+01,5.058000000000000000e+03
-5.262805786132812500e+02,1.666334075927734375e+02,-5.187867475501633407e+01,3.510000000000000000e+02
-1.010395141601562500e+03,3.236468505859375000e+02,-3.383001133257782556e+01,1.250000000000000000e+03
-3.703454589843750000e+02,1.642689453125000000e+03,1.897780147990134125e+01,1.989000000000000000e+03
-5.293287353515625000e+02,3.284920654296875000e+02,1.365728951403239755e+01,5.170000000000000000e+02
-8.314417724609375000e+02,1.089981079101562500e+03,1.853943070461969267e+00,5.700000000000000000e+02
-1.579894409179687500e+02,1.348110473632812500e+03,1.574421705219651990e+01,7.220000000000000000e+02
-3.669576171875000000e+03,3.223825988769531250e+02,-9.495360309312712843e+01,1.117600000000000000e+04
-1.967053985595703125e+02,2.721324707031250000e+03,5.188114125724951720e+01,4.602000000000000000e+03
-1.779196289062500000e+03,4.893977355957031250e+02,-2.660469302046530160e+01,2.210000000000000000e+03
-6.336275024414062500e+02,2.864668579101562500e+02,-7.566888874075061722e+01,6.280000000000000000e+02
-1.354648071289062500e+03,2.978458862304687500e+02,-2.238890740617292252e+01,2.531000000000000000e+03
-1.754067687988281250e+02,1.939707641601562500e+03,4.082447836810879238e+01,3.804000000000000000e+03
-2.172476348876953125e+02,3.180755615234375000e+03,1.211055929604693091e+02,5.717000000000000000e+03
-3.839204406738281250e+02,4.369393310546875000e+02,1.480101326578228127e+00,5.070000000000000000e+02
-3.498263549804687500e+02,1.917821289062500000e+03,2.429084727684821132e+01,3.222000000000000000e+03
-4.969207458496093750e+02,1.990901489257812500e+02,6.379374708352776757e+00,4.270000000000000000e+02
-4.208375976562500000e+03,7.764720916748046875e+01,-1.240199986667555550e+02,7.923000000000000000e+03
-1.713903808593750000e+02,8.263474731445312500e+02,1.001173255116325578e+01,7.850000000000000000e+02
-2.791098937988281250e+02,1.908435058593750000e+03,7.605726284914338464e+01,2.346000000000000000e+03
-6.360599609375000000e+03,1.198643646240234375e+02,-1.617849476701553328e+02,2.615300000000000000e+04
-2.099279052734375000e+03,9.999437713623046875e+01,-6.524331711219251417e+01,2.641000000000000000e+03
-5.014805908203125000e+02,9.243864746093750000e+02,-3.564029064729018259e+00,1.450000000000000000e+03
-2.611808776855468750e+02,5.267107543945312500e+02,1.018598760082661148e+00,9.210000000000000000e+02
-3.213786010742187500e+02,1.072467407226562500e+03,1.580607959469368673e+01,1.538000000000000000e+03
-5.512604522705078125e+01,4.550714843750000000e+03,1.295201653223118399e+02,7.662000000000000000e+03
-2.977604675292968750e+02,2.544354003906250000e+03,4.790600626624891589e+01,5.663000000000000000e+03
-6.267246093750000000e+02,4.379182128906250000e+02,-3.793660422638490815e+01,1.136000000000000000e+03
-3.707418823242187500e+02,8.818793334960937500e+02,6.348336777548163212e+01,1.960000000000000000e+03
-3.702479248046875000e+02,6.364226074218750000e+02,3.870188654089727009e+01,1.328000000000000000e+03
-5.426661376953125000e+02,5.159137573242187500e+02,2.357029531364575803e+01,7.970000000000000000e+02
-1.145759277343750000e+03,5.098643188476562500e+02,-3.417772148523431497e+01,1.262000000000000000e+03
-2.413145141601562500e+02,1.127357666015625000e+03,6.751749883341111058e+01,1.910000000000000000e+03
-7.344545898437500000e+02,2.594368896484375000e+02,-3.827471501899873374e+01,1.128000000000000000e+03
-1.035779541015625000e+03,3.239316406250000000e+02,-1.750016665555629558e+01,6.790000000000000000e+02
-1.381555297851562500e+03,9.850826416015625000e+02,1.181941203919738648e+01,1.703000000000000000e+03
-7.655192260742187500e+02,4.646791076660156250e+02,-2.807812812479168141e+00,7.810000000000000000e+02
-3.238798217773437500e+02,5.532430419921875000e+02,2.223651756549563263e+00,4.220000000000000000e+02
-7.986139526367187500e+02,1.321965942382812500e+03,-9.004999666688886961e+00,1.519000000000000000e+03
-1.451513427734375000e+03,6.416022949218750000e+02,-3.002953136457569627e+01,1.477000000000000000e+03
-4.610435180664062500e+02,1.574383300781250000e+03,7.781301246583561237e+01,2.139000000000000000e+03
-1.056503417968750000e+03,2.814766845703125000e+02,-1.702753149790013865e+01,4.510000000000000000e+02
-5.914165039062500000e+02,2.220407104492187500e+02,-1.630031331244583725e+01,8.970000000000000000e+02
-7.113631591796875000e+02,5.244268798828125000e+02,1.005126324911672597e+01,8.270000000000000000e+02
-2.825976562500000000e+02,1.554349609375000000e+03,4.521611892540497024e+01,1.759000000000000000e+03
-3.699177246093750000e+02,1.194813232421875000e+03,6.942917138857409043e+01,2.327000000000000000e+03
-9.933223876953125000e+02,7.687010498046875000e+02,2.183661089260715826e+01,1.273000000000000000e+03
-3.140576782226562500e+02,1.107553710937500000e+03,2.193580427971468438e+01,9.440000000000000000e+02
-1.037377929687500000e+03,1.944189605712890625e+02,-1.309639357376175006e+01,6.350000000000000000e+02
-1.150727783203125000e+03,8.012653198242187500e+02,-7.163135790947269754e+01,1.766000000000000000e+03
-6.124431762695312500e+02,3.699665222167968750e+02,4.691020598626757909e+00,4.860000000000000000e+02
-3.494706115722656250e+02,8.778842773437500000e+02,9.934271048596759357e+00,7.480000000000000000e+02
-1.463745483398437500e+03,4.126259460449218750e+02,-1.020629958002799782e+02,4.530000000000000000e+03
-9.656189575195312500e+02,2.394343261718750000e+02,-3.593273781747883788e+01,8.050000000000000000e+02
-4.498217773437500000e+02,8.189417114257812500e+02,3.220851943203786316e+00,5.060000000000000000e+02
-2.825157775878906250e+02,7.359758300781250000e+02,1.868702086527564887e+01,5.880000000000000000e+02
-3.252332763671875000e+02,1.078401977539062500e+03,3.805706286247583847e+01,6.480000000000000000e+02
-2.939476928710937500e+02,1.575155517578125000e+03,6.607346176921538472e+01,1.634000000000000000e+03
-5.358590087890625000e+02,5.331302490234375000e+02,4.549583361109259272e+01,1.310000000000000000e+03
-1.675635833740234375e+02,1.299890991210937500e+03,7.791547230184654005e+00,8.050000000000000000e+02
-5.724312133789062500e+02,5.563679809570312500e+02,4.437177521498566790e+01,8.080000000000000000e+02
-1.490721130371093750e+02,6.954585571289062500e+02,2.545143657089527522e+01,4.710000000000000000e+02
-9.493885803222656250e+01,2.882741394042968750e+02,1.711865875608292953e+01,2.370000000000000000e+02
-2.182723388671875000e+02,9.247444915771484375e+01,-1.518592093860409342e+01,1.550000000000000000e+02
-1.759189605712890625e+02,2.096812133789062500e+02,3.325471635224318590e+01,4.370000000000000000e+02
-2.594910888671875000e+02,6.943007659912109375e+01,-9.394973668422105462e+00,1.500000000000000000e+02
-3.142554016113281250e+02,1.660709991455078125e+02,6.421571895206986680e-01,1.720000000000000000e+02
-1.222845336914062500e+03,4.505376281738281250e+02,-1.794373708419438529e+01,4.500000000000000000e+02
-7.746566162109375000e+02,2.089242095947265625e+02,-2.089340710619292096e+01,2.840000000000000000e+02
-1.264461059570312500e+02,4.939292907714843750e+02,-2.395706952869808504e+00,1.340000000000000000e+02
-1.407108764648437500e+02,3.804263000488281250e+02,1.247243517098860011e+01,2.710000000000000000e+02
-1.045932769775390625e+02,4.139549560546875000e+02,-9.106459569362042927e+00,2.150000000000000000e+02
-2.074886474609375000e+02,6.409036865234375000e+02,3.785147656822878304e+01,7.190000000000000000e+02
-1.965713653564453125e+02,3.742079772949218750e+02,-2.766802213185787451e+01,2.380000000000000000e+02
-1.064409713745117188e+02,1.836959838867187500e+02,6.478834744350376873e+00,9.400000000000000000e+01
-1.567499389648437500e+02,4.336872863769531250e+02,9.150056662889140213e+00,2.950000000000000000e+02
-8.865091705322265625e+01,5.811829223632812500e+02,4.313412439170721768e+01,5.810000000000000000e+02
-2.902277526855468750e+02,3.994879455566406250e+02,2.701173255116325578e+01,5.650000000000000000e+02
-4.455151062011718750e+02,9.242805480957031250e+01,3.462169188720751745e+00,1.090000000000000000e+02
-1.135483856201171875e+02,7.003516845703125000e+02,1.501919872008532764e+01,2.670000000000000000e+02
-2.706137695312500000e+02,1.962610778808593750e+02,-7.009532697820145764e+00,1.350000000000000000e+02
-1.079526367187500000e+03,8.716418457031250000e+01,-3.953316445570295201e+01,6.590000000000000000e+02
-3.658727416992187500e+02,1.076574707031250000e+02,-6.631491233917738981e+00,1.110000000000000000e+02
-2.498163604736328125e+02,1.997949218750000000e+02,2.364395706952869958e+01,4.640000000000000000e+02
-1.681347961425781250e+02,4.142447509765625000e+02,-4.529544697020198640e+01,6.780000000000000000e+02
-5.195135498046875000e+02,3.620001831054687500e+02,-2.584507699486700716e+01,2.980000000000000000e+02
-4.432340698242187500e+02,3.299215393066406250e+02,-8.889207386174254211e+00,1.690000000000000000e+02
-2.435622253417968750e+02,3.969528808593750000e+02,9.392907139524032445e+00,1.330000000000000000e+02
-3.568896179199218750e+02,1.493445281982421875e+02,2.448630091327244784e+01,2.160000000000000000e+02
-4.647005310058593750e+02,7.507739257812500000e+02,3.883827744817012473e+01,4.480000000000000000e+02
